Employee_ID,Department,Job_Role,Gender,Age,Experience_Years,Monthly_Salary,Performance_Rating,Work_Hours_Per_Week,Training_Hours,Attrition,Job_Satisfaction
EMP24425,HR,Developer,Female,33,9,142618.85,2,56,81,No,1
EMP24426,IT,Manager,Female,44,7,187922.42,4,40,62,No,3
EMP24427,Finance,Consultant,Female,26,15,191376.84,1,48,35,No,1
EMP24428,IT,Analyst,Female,26,23,66890.43,2,44,81,No,3
EMP24429,HR,Manager,Female,22,21,21567.18,2,33,94,No,3
EMP24430,Finance,Consultant,Female,43,24,121568.04,5,33,21,No,5
EMP24431,IT,Developer,Male,46,11,189604.23,5,48,78,No,3
EMP24432,Sales,Executive,Female,26,21,129955.84,1,56,48,No,1
EMP24433,Marketing,Consultant,Female,48,3,167556.12,3,46,65,No,5
EMP24434,Finance,Consultant,Female,59,1,50549.13,5,64,92,No,4
EMP24435,IT,Executive,Male,54,24,96416.78,1,30,9,No,1
EMP24436,IT,Manager,Male,27,24,121083.61,2,30,21,No,2
EMP24437,Finance,Manager,Female,22,14,64074.51,2,53,91,No,2
EMP24438,HR,Executive,Male,31,25,140442.45,3,56,16,No,1
EMP24439,HR,Executive,Male,54,16,21774.78,5,67,76,Yes,5
EMP24440,IT,Executive,Female,26,0,94312.9,1,55,83,No,4
EMP24441,Marketing,Developer,Female,59,11,89952.6,3,43,79,No,4
EMP24442,HR,Consultant,Female,57,16,195145.64,1,57,85,Yes,1
EMP24443,Marketing,Developer,Female,28,25,53859.74,5,35,31,No,3
EMP24444,HR,Executive,Male,49,27,180127.5,5,60,72,No,5
EMP24445,Sales,Analyst,Male,40,5,198986.66,3,62,16,No,1
EMP24446,Finance,Executive,Female,26,2,176393.11,4,56,32,No,1
EMP24447,Finance,Executive,Female,32,25,176419.24,5,36,25,Yes,1
EMP24448,Sales,Developer,Male,51,10,81698.81,4,52,51,No,2
EMP24449,Marketing,Manager,Female,23,17,177360.39,4,33,10,Yes,4
EMP24450,Marketing,Executive,Female,52,9,166157.28,5,46,88,Yes,5
EMP24451,Marketing,Consultant,Female,55,28,161237.22,5,41,55,Yes,1
EMP24452,IT,Manager,Female,49,26,64045.78,1,37,55,No,5
EMP24453,Marketing,Analyst,Male,32,24,54323.03,3,42,52,No,1
EMP24454,Sales,Consultant,Male,47,13,24433.89,1,41,69,No,5
EMP24455,Marketing,Consultant,Male,21,15,40404.85,1,39,28,No,5
EMP24456,Sales,Manager,Male,35,24,115258.18,1,39,14,No,1
EMP24457,IT,Executive,Male,36,20,188510.92,3,65,85,No,4
EMP24458,Marketing,Manager,Male,40,6,83709.79,2,30,93,No,2
EMP24459,Finance,Manager,Male,35,17,61953.86,2,56,72,No,3
EMP24460,Marketing,Consultant,Male,37,12,183786.19,3,63,18,No,5
EMP24461,IT,Consultant,Female,30,25,131048.77,3,52,2,Yes,2
EMP24462,HR,Consultant,Male,52,27,55038.4,2,67,64,Yes,1
EMP24463,Finance,Manager,Female,24,13,141247.05,5,49,31,No,1
EMP24464,HR,Analyst,Male,51,0,181488.1,2,50,98,Yes,1
EMP24465,IT,Consultant,Male,54,26,28809.53,5,45,94,No,1
EMP24466,IT,Analyst,Female,47,5,39610.89,1,44,57,No,2
EMP24467,Sales,Manager,Male,44,16,33839.55,1,68,24,No,3
EMP24468,IT,Consultant,Female,42,14,160890.47,2,32,68,No,3
EMP24469,IT,Executive,Female,35,10,121474.54,1,47,5,No,1
EMP24470,HR,Manager,Male,21,6,182178.94,2,54,10,No,2
EMP24471,Sales,Executive,Male,47,5,80540.39,1,44,9,No,1
EMP24472,HR,Executive,Female,27,5,172322.21,1,32,25,Yes,5
EMP24473,IT,Analyst,Female,46,9,74225.26,3,56,8,Yes,2
EMP24474,Marketing,Analyst,Female,46,9,76323.05,4,68,87,No,4
EMP24475,Sales,Developer,Female,23,23,107933.49,5,67,40,Yes,3
EMP24476,Finance,Consultant,Male,35,20,124138.4,5,69,56,No,3
EMP24477,HR,Executive,Female,40,12,179875.14,2,69,3,No,5
EMP24478,Marketing,Consultant,Male,38,6,144916.99,3,63,56,No,4
EMP24479,HR,Developer,Female,37,24,123209.77,2,52,50,No,3
EMP24480,Sales,Executive,Female,28,27,20250.77,1,69,26,No,2
EMP24481,HR,Manager,Female,23,5,193549.01,3,47,28,No,3
EMP24482,Sales,Developer,Female,42,10,162138.14,4,59,10,No,4
EMP24483,Finance,Developer,Female,45,1,186513.12,2,68,14,No,1
EMP24484,HR,Analyst,Female,42,1,164447.55,2,67,23,No,3
EMP24485,HR,Developer,Male,56,12,101915.95,3,45,23,No,3
EMP24486,HR,Developer,Male,57,25,70602.44,3,67,42,No,1
EMP24487,HR,Consultant,Male,33,21,24628.01,2,66,66,Yes,3
EMP24488,Finance,Executive,Female,35,27,36510.04,5,51,5,Yes,4
EMP24489,IT,Consultant,Male,55,11,25392.66,5,59,21,No,1
EMP24490,IT,Consultant,Male,58,11,124670.08,2,44,64,Yes,5
EMP24491,Finance,Manager,Female,51,26,171160.11,4,49,43,No,3
EMP24492,Sales,Analyst,Female,59,14,136001.8,5,47,64,No,5
EMP24493,Marketing,Manager,Female,52,28,90266.54,5,68,20,No,3
EMP24494,IT,Developer,Female,54,14,87926.51,3,65,83,Yes,2
EMP24495,Marketing,Consultant,Male,54,17,164337.4,2,39,46,No,1
EMP24496,IT,Executive,Female,32,7,175594.01,4,34,92,No,3
EMP24497,Finance,Executive,Male,51,11,88464.27,5,59,33,Yes,4
EMP24498,HR,Analyst,Male,38,14,148845.19,4,59,60,No,2
EMP24499,HR,Analyst,Male,59,11,163545.11,3,46,11,No,2
EMP24500,Finance,Executive,Female,31,5,38031.61,1,65,12,Yes,2
EMP24501,Finance,Developer,Female,46,6,101469.84,2,49,10,No,1
EMP24502,IT,Consultant,Male,50,2,123847.58,1,32,43,No,5
EMP24503,IT,Manager,Female,32,26,148603.74,3,56,6,No,1
EMP24504,Sales,Analyst,Female,57,22,174555.01,3,66,50,No,3
EMP24505,Marketing,Executive,Male,49,15,61620.97,3,48,22,No,2
EMP24506,IT,Manager,Male,58,26,120792.88,2,55,49,No,4
EMP24507,Sales,Consultant,Female,38,15,195590.55,4,49,83,No,3
EMP24508,Marketing,Manager,Male,34,18,68428.56,1,55,90,No,4
EMP24509,Marketing,Executive,Female,49,13,179448.22,1,35,38,No,5
EMP24510,Sales,Consultant,Female,55,2,143021.95,4,44,25,No,1
EMP24511,HR,Developer,Female,56,24,135330.04,1,42,4,No,3
EMP24512,Sales,Manager,Male,38,24,44327.87,2,38,15,No,2
EMP24513,Marketing,Manager,Male,44,9,153146.02,4,62,29,No,2
EMP24514,Sales,Executive,Male,28,21,91880.47,5,66,38,No,4
EMP24515,HR,Consultant,Female,29,13,56889.5,1,50,37,No,3
EMP24516,Marketing,Executive,Male,42,11,127565.15,4,41,67,No,2
EMP24517,IT,Analyst,Female,42,3,50486.03,2,65,37,No,3
EMP24518,HR,Consultant,Male,52,27,59289.53,3,34,37,No,4
EMP24519,Sales,Developer,Female,47,16,137915.27,5,46,0,No,1
EMP24520,Sales,Consultant,Male,31,21,45832.33,1,32,99,No,1
EMP24521,Marketing,Executive,Female,33,29,68705.0,2,42,48,No,5
EMP24522,Sales,Manager,Female,32,14,65686.03,5,34,6,No,5
EMP24523,Finance,Developer,Male,34,10,54766.98,3,36,66,Yes,5
EMP24524,HR,Developer,Female,23,7,72075.25,5,69,49,No,2
EMP24525,Finance,Developer,Male,55,13,196734.28,4,30,21,No,4
EMP24526,Marketing,Developer,Female,57,29,130008.65,5,59,87,Yes,2
EMP24527,Sales,Consultant,Male,23,8,83455.9,2,56,66,No,1
EMP24528,HR,Consultant,Female,53,29,65805.08,5,44,25,Yes,4
EMP24529,HR,Consultant,Female,53,16,188507.23,4,66,45,No,4
EMP24530,Sales,Analyst,Female,54,24,39108.72,5,32,83,No,1
EMP24531,Sales,Analyst,Male,30,24,160204.4,1,64,60,No,3
EMP24532,Sales,Analyst,Male,40,26,69430.56,3,40,92,Yes,4
EMP24533,Marketing,Consultant,Female,37,9,145934.48,1,30,45,No,5
EMP24534,Finance,Developer,Male,51,25,41231.7,2,69,46,No,4
EMP24535,Sales,Developer,Female,41,5,64124.6,3,51,42,No,3
EMP24536,IT,Manager,Female,52,16,150294.58,2,34,29,No,3
EMP24537,Sales,Analyst,Male,47,3,135345.95,3,57,22,No,5
EMP24538,Sales,Executive,Female,52,10,183173.58,2,44,83,No,3
EMP24539,Finance,Analyst,Female,23,5,133153.59,4,66,69,No,2
EMP24540,IT,Analyst,Female,46,13,195273.43,3,63,28,No,1
EMP24541,Sales,Developer,Male,38,16,183778.61,1,55,26,No,3
EMP24542,Marketing,Manager,Female,57,13,66977.46,5,61,89,No,3
EMP24543,Finance,Manager,Female,22,7,164228.52,3,39,19,No,5
EMP24544,IT,Developer,Female,52,25,29890.06,3,44,50,Yes,1
EMP24545,HR,Executive,Male,52,5,89606.57,1,49,14,Yes,1
EMP24546,Finance,Manager,Female,54,11,94575.55,5,45,57,Yes,2
EMP24547,HR,Developer,Female,21,10,112428.35,4,66,44,No,4
EMP24548,Finance,Analyst,Male,30,12,33804.76,1,46,61,No,3
EMP24549,HR,Developer,Female,44,10,34415.99,4,37,89,No,2
EMP24550,Sales,Manager,Female,50,9,190892.7,4,58,84,Yes,1
EMP24551,Sales,Developer,Male,56,25,128137.52,1,40,59,No,4
EMP24552,Finance,Consultant,Male,48,21,120049.88,3,60,43,Yes,3
EMP24553,Sales,Executive,Female,27,2,94216.05,3,66,64,No,1
EMP24554,Finance,Consultant,Male,45,22,43137.77,3,44,22,No,4
EMP24555,Sales,Manager,Female,52,11,74481.46,3,42,58,No,2
EMP24556,Marketing,Consultant,Male,35,2,55024.5,2,49,55,Yes,3
EMP24557,Sales,Developer,Male,21,20,189847.9,1,46,67,No,4
EMP24558,IT,Consultant,Female,56,26,30635.17,5,55,84,Yes,2
EMP24559,Finance,Analyst,Male,26,11,63485.3,3,46,25,No,4
EMP24560,Finance,Analyst,Female,48,6,57315.99,4,56,78,No,2
EMP24561,Sales,Developer,Male,36,20,22638.81,5,64,73,No,1
EMP24562,IT,Consultant,Female,58,5,135083.01,1,58,36,No,5
EMP24563,Marketing,Executive,Female,47,11,47927.63,4,43,65,No,5
EMP24564,Finance,Analyst,Female,53,28,192296.0,5,69,68,No,5
EMP24565,Finance,Analyst,Female,54,15,187079.85,2,54,2,No,1
EMP24566,IT,Consultant,Female,54,23,170733.75,3,40,21,No,5
EMP24567,Marketing,Consultant,Male,32,20,157961.18,4,43,71,Yes,5
EMP24568,Finance,Developer,Female,24,26,79773.08,5,49,29,No,5
EMP24569,Finance,Analyst,Male,30,11,117214.33,2,35,91,No,1
EMP24570,Sales,Consultant,Male,54,5,163868.62,1,65,59,No,4
EMP24571,Sales,Executive,Female,24,26,27590.27,3,43,7,No,2
EMP24572,Finance,Developer,Male,37,11,67165.05,5,44,83,No,3
EMP24573,Marketing,Developer,Female,33,24,121251.91,1,45,42,No,1
EMP24574,Finance,Executive,Female,59,28,102229.74,5,44,68,No,3
EMP24575,IT,Executive,Male,39,25,73290.24,4,34,50,No,3
EMP24576,IT,Manager,Female,43,17,72421.14,3,68,72,No,3
EMP24577,IT,Developer,Female,40,28,52796.5,3,64,96,No,5
EMP24578,Sales,Manager,Female,32,8,79578.54,3,51,92,No,5
EMP24579,Finance,Executive,Male,44,6,95217.61,3,64,33,No,3
EMP24580,Marketing,Consultant,Male,25,25,26869.58,4,36,46,No,2
EMP24581,Finance,Manager,Male,24,21,104085.74,5,35,40,Yes,2
EMP24582,Finance,Analyst,Male,47,19,71917.86,5,47,88,No,1
EMP24583,Marketing,Manager,Female,29,7,113825.73,1,65,95,No,4
EMP24584,Finance,Consultant,Male,44,27,46067.0,4,56,67,No,3
EMP24585,Sales,Executive,Male,48,29,159040.29,1,64,34,No,3
EMP24586,HR,Developer,Female,41,9,57783.29,3,41,61,No,5
EMP24587,HR,Consultant,Male,42,13,40310.17,2,69,46,No,3
EMP24588,HR,Analyst,Female,38,5,148542.74,5,67,72,No,4
EMP24589,Sales,Manager,Male,28,9,143966.39,2,64,31,No,3
EMP24590,IT,Developer,Male,32,20,94422.98,1,48,65,No,5
EMP24591,HR,Developer,Male,36,19,36711.7,3,62,81,Yes,1
EMP24592,Finance,Analyst,Female,26,4,170950.18,1,54,49,No,5
EMP24593,HR,Consultant,Female,49,10,109007.75,1,54,5,No,5
EMP24594,HR,Consultant,Male,25,3,118045.14,3,63,41,No,1
EMP24595,HR,Analyst,Male,58,0,87933.28,5,50,72,Yes,3
EMP24596,HR,Analyst,Female,33,27,38848.53,4,65,73,No,4
EMP24597,IT,Developer,Female,56,12,29528.78,1,42,51,No,1
EMP24598,Marketing,Consultant,Male,51,19,49406.01,1,58,6,Yes,2
EMP24599,Finance,Executive,Male,22,19,141459.76,1,34,42,No,2
EMP24600,Sales,Analyst,Female,23,4,67696.43,3,33,12,Yes,1
EMP24601,Marketing,Manager,Male,21,17,100726.97,4,61,73,No,2
EMP24602,Finance,Analyst,Male,21,10,56280.03,4,69,29,No,3
EMP24603,Sales,Manager,Female,29,7,66856.14,3,63,50,No,4
EMP24604,Marketing,Manager,Male,50,2,183732.59,4,55,2,No,5
EMP24605,IT,Executive,Male,44,27,61257.09,1,48,7,No,3
EMP24606,Marketing,Manager,Female,28,14,157555.45,1,61,97,No,3
EMP24607,Marketing,Consultant,Female,24,17,110670.77,3,52,25,Yes,4
EMP24608,Marketing,Consultant,Male,21,4,146641.99,4,41,22,No,5
EMP24609,IT,Analyst,Male,44,27,69720.43,4,62,64,No,1
EMP24610,Finance,Consultant,Female,36,11,26160.73,4,51,69,No,4
EMP24611,IT,Consultant,Male,42,21,49958.43,5,63,53,No,2
EMP24612,Finance,Manager,Female,28,24,56236.75,2,56,77,No,4
EMP24613,Marketing,Consultant,Male,48,27,130919.29,2,51,7,Yes,5
EMP24614,Sales,Consultant,Female,51,23,128294.63,2,69,37,Yes,5
EMP24615,Finance,Executive,Female,51,1,173381.97,1,56,73,No,4
EMP24616,Finance,Consultant,Male,50,15,84731.12,3,68,27,No,4
EMP24617,Sales,Developer,Female,42,4,165569.59,4,41,32,No,2
EMP24618,HR,Analyst,Female,29,19,94923.11,4,56,76,No,2
EMP24619,HR,Analyst,Female,58,23,38194.35,3,52,69,Yes,1
EMP24620,IT,Developer,Male,40,18,60881.23,4,57,73,No,3
EMP24621,Finance,Consultant,Male,51,13,177855.65,3,39,65,Yes,3
EMP24622,Finance,Consultant,Female,29,3,122553.87,5,41,3,No,5
EMP24623,Finance,Analyst,Female,31,1,151495.87,2,37,67,Yes,4
EMP24624,HR,Consultant,Male,49,13,142912.98,2,50,80,No,2
EMP24625,Marketing,Executive,Female,43,11,155484.7,2,66,99,Yes,2
EMP24626,HR,Analyst,Female,40,21,72184.25,3,49,78,Yes,1
EMP24627,Marketing,Manager,Female,47,0,72665.43,1,49,75,No,3
EMP24628,Marketing,Consultant,Female,57,20,156401.26,3,60,57,No,4
EMP24629,IT,Executive,Male,47,16,169493.46,1,68,74,No,3
EMP24630,Finance,Consultant,Male,29,29,49105.23,3,69,53,No,4
EMP24631,IT,Manager,Male,22,21,50890.79,4,58,35,No,2
EMP24632,Sales,Analyst,Male,32,7,166594.93,4,58,21,No,2
EMP24633,Sales,Executive,Male,48,26,159107.51,3,62,36,No,3
EMP24634,Marketing,Analyst,Male,31,8,150611.43,4,64,20,No,2
EMP24635,Sales,Manager,Female,42,5,145490.55,5,33,71,No,2
EMP24636,HR,Consultant,Male,42,27,50289.95,1,52,24,No,5
EMP24637,HR,Analyst,Male,33,4,156588.76,2,50,62,Yes,2
EMP24638,Sales,Executive,Male,53,15,187924.48,3,59,38,No,1
EMP24639,HR,Executive,Female,41,22,166458.26,5,34,99,No,1
EMP24640,Marketing,Analyst,Female,23,22,84013.67,5,35,79,No,3
EMP24641,Finance,Consultant,Female,28,25,101133.96,1,46,10,No,4
EMP24642,Sales,Executive,Male,59,26,138074.58,5,65,85,No,5
EMP24643,Marketing,Analyst,Female,28,17,65958.98,4,50,39,Yes,4
EMP24644,IT,Consultant,Female,21,16,187156.85,4,44,59,No,4
EMP24645,HR,Analyst,Female,51,8,150253.75,4,66,21,Yes,2
EMP24646,HR,Developer,Male,58,4,181552.49,2,64,61,Yes,2
EMP24647,IT,Executive,Female,24,28,134495.61,2,39,84,Yes,3
EMP24648,IT,Executive,Male,23,17,145228.21,1,37,12,No,3
EMP24649,HR,Executive,Female,37,9,130146.71,3,62,96,No,3
EMP24650,Sales,Executive,Male,33,1,129324.52,5,67,70,No,2
EMP24651,HR,Executive,Male,32,15,164185.24,5,48,5,No,5
EMP24652,Sales,Executive,Male,56,24,52513.66,3,40,89,No,4
EMP24653,IT,Developer,Male,54,15,45104.93,2,50,87,No,4
EMP24654,Marketing,Executive,Female,57,10,160448.67,4,42,22,No,3
EMP24655,Marketing,Executive,Male,27,26,162815.49,4,32,73,No,5
EMP24656,Marketing,Executive,Female,41,23,76708.37,2,45,51,No,2
EMP24657,Sales,Developer,Female,26,22,159831.22,4,30,90,No,4
EMP24658,Marketing,Consultant,Female,45,4,198415.77,4,36,56,Yes,2
EMP24659,HR,Developer,Male,47,27,105946.95,3,32,8,No,1
EMP24660,IT,Developer,Male,22,9,103670.09,5,48,16,Yes,5
EMP24661,Finance,Consultant,Female,43,3,23020.28,1,49,23,No,4
EMP24662,Sales,Analyst,Male,56,24,57001.26,2,35,17,No,1
EMP24663,Finance,Executive,Female,34,21,144251.88,3,48,78,No,2
EMP24664,Marketing,Executive,Female,42,22,34736.4,1,55,17,No,1
EMP24665,Marketing,Executive,Male,57,9,115809.82,1,50,36,No,3
EMP24666,HR,Developer,Male,27,19,57748.54,5,69,19,Yes,5
EMP24667,HR,Developer,Male,26,23,109238.42,3,34,82,Yes,1
EMP24668,IT,Manager,Male,32,21,61328.36,5,60,65,No,4
EMP24669,Sales,Analyst,Male,37,14,23899.09,3,56,63,No,3
EMP24670,Sales,Consultant,Female,42,6,195980.26,2,42,37,No,2
EMP24671,IT,Developer,Female,51,4,48953.07,1,67,13,Yes,2
EMP24672,IT,Executive,Female,32,18,177944.96,3,53,63,No,5
EMP24673,HR,Executive,Male,22,17,62131.81,2,36,37,Yes,1
EMP24674,HR,Manager,Male,36,1,129030.66,3,61,1,No,2
EMP24675,HR,Consultant,Male,30,20,72554.45,1,34,88,No,4
EMP24676,Finance,Executive,Female,56,15,91519.06,4,31,14,No,1
EMP24677,Marketing,Developer,Male,52,25,185933.14,4,55,2,No,2
EMP24678,Finance,Developer,Male,21,12,159591.96,3,52,64,No,2
EMP24679,Finance,Manager,Female,57,3,20667.4,3,52,78,No,3
EMP24680,Sales,Executive,Male,49,9,43176.56,2,52,6,No,3
EMP24681,Sales,Analyst,Female,47,17,44780.76,1,41,78,No,5
EMP24682,Sales,Consultant,Female,36,7,163664.47,3,39,0,No,4
EMP24683,IT,Developer,Male,45,9,173984.21,3,60,24,Yes,2
EMP24684,Finance,Analyst,Male,56,19,46629.37,1,63,96,No,3
EMP24685,Finance,Consultant,Female,34,10,21021.4,2,53,28,No,2
EMP24686,Sales,Analyst,Female,57,12,69062.8,4,36,21,No,2
EMP24687,Finance,Consultant,Female,53,21,161844.07,4,37,17,No,5
EMP24688,Finance,Manager,Male,34,23,67337.05,1,63,83,No,3
EMP24689,Sales,Analyst,Male,55,18,186539.91,4,35,36,No,3
EMP24690,IT,Analyst,Male,40,19,87714.23,1,48,35,No,2
EMP24691,HR,Developer,Male,49,7,33096.66,3,36,46,No,5
EMP24692,Sales,Consultant,Female,50,17,148510.62,5,43,33,Yes,5
EMP24693,Sales,Manager,Male,36,24,115019.16,3,65,33,No,3
EMP24694,IT,Executive,Male,28,24,130056.55,1,48,82,No,5
EMP24695,Sales,Manager,Male,42,21,128649.56,1,36,34,No,5
EMP24696,Finance,Developer,Female,22,11,164748.65,1,50,99,No,4
EMP24697,Finance,Developer,Female,25,15,187540.96,5,65,7,No,1
EMP24698,Sales,Manager,Male,59,16,135324.41,4,31,94,No,4
EMP24699,IT,Developer,Male,58,11,27867.67,3,57,18,No,1
EMP24700,Marketing,Manager,Male,21,11,41878.5,4,41,10,No,1
EMP24701,Sales,Manager,Male,28,10,184832.77,1,67,5,No,3
EMP24702,Marketing,Developer,Male,34,28,89337.7,5,44,94,Yes,5
EMP24703,Sales,Developer,Male,24,17,93912.46,5,35,12,No,1
EMP24704,Finance,Executive,Female,33,17,24461.15,3,68,4,No,3
EMP24705,HR,Consultant,Male,30,24,76410.51,4,67,78,No,5
EMP24706,IT,Consultant,Female,39,14,42519.04,4,50,43,No,5
EMP24707,Sales,Executive,Male,59,0,129713.12,4,40,22,Yes,5
EMP24708,Sales,Manager,Female,34,27,27935.16,3,35,51,Yes,2
EMP24709,IT,Developer,Female,35,12,55626.88,5,34,51,No,1
EMP24710,HR,Consultant,Female,48,21,103686.85,4,32,74,No,2
EMP24711,IT,Developer,Female,32,6,73040.78,2,57,1,No,1
EMP24712,Marketing,Executive,Male,54,6,119603.25,2,40,85,No,3
EMP24713,Sales,Consultant,Female,45,22,123273.0,4,66,41,No,4
EMP24714,Sales,Manager,Male,48,9,148282.55,1,39,72,Yes,4
EMP24715,Finance,Manager,Male,40,24,69683.57,5,53,8,Yes,2
EMP24716,Sales,Manager,Female,23,6,190077.58,2,44,91,No,1
EMP24717,HR,Developer,Male,49,21,96327.75,3,64,80,No,2
EMP24718,Finance,Consultant,Male,44,21,171475.77,2,67,95,No,4
EMP24719,Sales,Manager,Male,49,8,146037.05,1,65,49,No,5
EMP24720,Finance,Consultant,Female,47,15,48155.25,2,48,26,No,3
EMP24721,Sales,Manager,Male,43,20,126893.28,3,32,30,No,3
EMP24722,Finance,Consultant,Female,38,15,178192.87,5,41,64,No,3
EMP24723,IT,Manager,Female,59,13,147536.01,2,46,31,No,2
EMP24724,IT,Manager,Female,49,17,117068.69,1,58,46,Yes,5
EMP24725,IT,Executive,Female,21,3,26721.48,2,35,61,No,1
EMP24726,HR,Developer,Female,46,5,138947.49,3,57,11,No,1
EMP24727,Sales,Developer,Male,21,10,38425.94,2,34,33,No,5
EMP24728,HR,Developer,Male,29,29,112165.6,1,53,12,Yes,1
EMP24729,IT,Manager,Female,52,12,88802.71,4,34,58,Yes,5
EMP24730,HR,Consultant,Male,46,19,131812.11,1,62,26,No,5
EMP24731,Marketing,Developer,Male,47,15,123377.77,1,57,26,No,2
EMP24732,HR,Consultant,Male,39,7,34010.63,4,38,25,No,2
EMP24733,Finance,Developer,Male,49,0,133532.34,1,42,70,No,4
EMP24734,IT,Consultant,Female,23,14,34881.97,4,40,72,No,4
EMP24735,HR,Developer,Male,31,6,128919.83,1,35,74,Yes,5
EMP24736,Sales,Executive,Male,51,8,117191.14,5,48,34,No,3
EMP24737,IT,Consultant,Female,31,14,20437.33,3,43,26,Yes,1
EMP24738,IT,Developer,Female,34,8,98551.11,3,66,96,No,1
EMP24739,IT,Manager,Male,24,23,52786.47,5,56,36,No,1
EMP24740,Sales,Manager,Male,56,3,28883.53,4,30,16,No,4
EMP24741,IT,Consultant,Male,56,6,191562.27,2,45,2,No,3
EMP24742,Finance,Analyst,Male,51,7,103500.47,3,55,28,No,5
EMP24743,Sales,Analyst,Female,57,7,100873.92,3,36,63,No,3
EMP24744,Sales,Developer,Male,41,18,67912.94,3,46,28,Yes,2
EMP24745,Finance,Developer,Female,58,17,81902.13,1,61,50,No,3
EMP24746,Finance,Analyst,Female,22,2,184124.71,4,44,23,No,1
EMP24747,Finance,Analyst,Female,58,11,117326.93,4,46,38,No,3
EMP24748,IT,Developer,Female,23,6,73473.27,2,46,23,No,4
EMP24749,Finance,Consultant,Female,35,29,96264.91,1,54,98,No,5
EMP24750,Marketing,Manager,Female,42,26,197381.05,1,49,14,Yes,2
EMP24751,Sales,Manager,Male,42,11,183952.82,2,46,8,Yes,2
EMP24752,IT,Developer,Male,26,1,67262.53,4,61,70,No,5
EMP24753,Sales,Manager,Male,53,2,146090.65,4,57,66,No,1
EMP24754,HR,Manager,Male,54,11,93916.95,2,59,53,No,2
EMP24755,HR,Developer,Female,58,29,38349.35,4,33,36,No,1
EMP24756,IT,Analyst,Female,24,27,50167.59,4,30,21,No,1
EMP24757,HR,Developer,Female,35,6,70205.38,2,60,59,No,4
EMP24758,Finance,Developer,Female,44,10,26668.36,2,49,91,No,5
EMP24759,HR,Consultant,Male,26,13,183580.68,3,53,2,Yes,1
EMP24760,HR,Developer,Male,28,15,145602.63,2,48,38,No,1
EMP24761,Finance,Analyst,Female,24,5,30934.26,2,60,47,No,5
EMP24762,HR,Executive,Male,47,3,82192.51,4,59,57,No,2
EMP24763,IT,Consultant,Female,57,26,60575.12,5,58,66,No,3
EMP24764,IT,Analyst,Male,59,29,84130.58,5,56,61,No,1
EMP24765,Sales,Developer,Female,41,10,51569.33,4,48,35,No,5
EMP24766,HR,Developer,Female,45,3,121353.54,2,56,48,No,5
EMP24767,Sales,Manager,Male,48,22,192747.37,4,36,18,Yes,4
EMP24768,Finance,Developer,Female,30,11,22451.63,5,55,14,No,5
EMP24769,IT,Analyst,Female,58,12,119096.19,4,31,28,No,4
EMP24770,IT,Analyst,Male,24,8,75319.88,4,40,28,No,2
EMP24771,Sales,Consultant,Male,24,19,175352.49,3,53,63,No,5
EMP24772,Marketing,Manager,Male,44,13,154346.63,2,66,69,No,5
EMP24773,Marketing,Consultant,Male,36,21,186730.63,1,52,91,No,3
EMP24774,Marketing,Executive,Female,59,7,160755.34,1,37,68,Yes,1
EMP24775,Marketing,Analyst,Female,51,0,73312.13,4,68,18,No,5
EMP24776,HR,Developer,Male,41,6,113256.16,1,36,54,No,5
EMP24777,Finance,Manager,Female,39,22,30850.14,4,50,4,No,1
EMP24778,Marketing,Consultant,Male,35,12,163770.98,1,54,85,No,3
EMP24779,Sales,Manager,Female,40,2,151868.35,1,31,16,No,3
EMP24780,Finance,Manager,Female,48,8,148648.2,2,66,24,No,3
EMP24781,HR,Executive,Female,50,19,50860.43,2,43,93,No,3
EMP24782,HR,Developer,Female,38,8,120095.25,1,41,99,No,5
EMP24783,Sales,Executive,Male,51,17,182740.22,4,45,51,Yes,4
EMP24784,Marketing,Analyst,Male,30,24,152530.09,1,46,92,No,2
EMP24785,IT,Manager,Female,45,14,137672.46,4,68,92,No,1
EMP24786,HR,Manager,Male,30,25,48043.74,2,53,55,No,4
EMP24787,IT,Manager,Male,32,1,197458.63,3,33,83,No,2
EMP24788,IT,Consultant,Female,32,15,60875.71,3,55,40,No,2
EMP24789,IT,Manager,Male,44,20,79614.08,2,58,11,No,3
EMP24790,Marketing,Executive,Female,53,14,65636.39,3,55,4,No,4
EMP24791,Sales,Developer,Female,58,1,199628.75,2,62,35,No,3
EMP24792,Finance,Consultant,Male,40,29,116849.56,1,42,50,Yes,2
EMP24793,Sales,Analyst,Female,43,10,189559.22,3,37,91,No,3
EMP24794,Marketing,Analyst,Female,43,24,30720.54,1,56,54,No,3
EMP24795,Finance,Developer,Male,40,5,71793.92,1,42,34,No,3
EMP24796,Marketing,Developer,Male,44,28,189015.78,4,56,68,No,1
EMP24797,HR,Manager,Male,52,8,152787.26,5,59,0,No,4
EMP24798,IT,Executive,Male,44,0,36266.66,4,68,86,Yes,1
EMP24799,Finance,Manager,Male,23,22,177364.22,3,52,89,No,2
EMP24800,IT,Consultant,Female,42,3,84497.02,1,40,42,No,5
EMP24801,Finance,Executive,Female,37,16,111549.0,4,61,96,Yes,5
EMP24802,HR,Analyst,Female,36,27,194024.35,4,53,89,Yes,5
EMP24803,Sales,Manager,Male,31,23,157126.12,5,65,66,No,1
EMP24804,Finance,Executive,Male,51,5,27637.75,4,62,49,No,4
