Order_ID,Order_Date,Region,Country,Category,Sub_Category,Customer_Age,Gender,Sales,Quantity,Discount,Profit
ORD030366,2024-11-07,South,UK,Clothing,Chair,47,Female,934.59,7,0.36,175.68
ORD030367,2024-02-16,East,UK,Office Supplies,Chair,40,Female,961.53,6,0.08,14.22
ORD030368,2025-08-19,West,India,Furniture,Chair,21,Female,3668.09,4,0.07,650.42
ORD030369,2022-01-21,North,Canada,Electronics,Phone,20,Male,1423.73,1,0.4,1245.91
ORD030370,2024-02-03,North,India,Office Supplies,Shirt,47,Female,4519.05,9,0.3,1196.87
ORD030371,2024-12-13,West,Bangladesh,Clothing,Printer,19,Male,909.44,6,0.18,744.68
ORD030372,2023-03-17,East,Bangladesh,Office Supplies,Chair,43,Female,3090.09,5,0.15,11.24
ORD030373,2023-12-04,West,Canada,Office Supplies,Printer,42,Female,4339.13,5,0.13,1321.0
ORD030374,2024-03-28,East,UK,Office Supplies,Table,47,Male,1964.63,2,0.07,838.74
ORD030375,2024-10-08,West,UK,Furniture,Chair,19,Male,4442.13,1,0.11,1073.79
ORD030376,2023-08-25,East,Bangladesh,Clothing,Phone,38,Female,1667.32,2,0.19,344.25
ORD030377,2024-06-24,North,UK,Clothing,Printer,47,Female,880.78,4,0.19,-61.06
ORD030378,2023-05-18,North,UK,Furniture,Laptop,48,Female,2971.32,5,0.01,1164.38
ORD030379,2024-07-20,North,Bangladesh,Electronics,Phone,45,Male,2051.79,4,0.32,-195.76
ORD030380,2024-01-05,South,Canada,Furniture,Laptop,49,Male,2728.44,9,0.0,474.19
ORD030381,2022-11-03,South,USA,Clothing,Chair,60,Male,2738.4,9,0.17,1245.87
ORD030382,2025-06-15,North,USA,Electronics,Laptop,52,Female,3942.92,8,0.14,560.7
ORD030383,2025-09-16,East,UK,Clothing,Phone,39,Male,673.03,8,0.12,1246.01
ORD030384,2025-12-20,South,Bangladesh,Furniture,Printer,58,Female,3978.25,2,0.13,1037.13
ORD030385,2023-06-07,West,UK,Furniture,Phone,38,Male,328.79,5,0.19,853.83
ORD030386,2024-05-13,North,Bangladesh,Clothing,Phone,18,Male,2288.93,6,0.35,676.18
ORD030387,2022-05-11,East,Bangladesh,Furniture,Table,44,Female,4089.75,3,0.08,973.52
ORD030388,2023-02-06,South,Canada,Electronics,Laptop,47,Female,1353.99,7,0.03,1145.79
ORD030389,2022-04-25,West,Canada,Office Supplies,Printer,25,Female,4408.98,9,0.38,-89.01
ORD030390,2025-05-30,West,Bangladesh,Electronics,Table,36,Male,2973.76,2,0.16,-147.99
ORD030391,2024-07-07,North,India,Furniture,Chair,45,Female,3615.37,6,0.04,43.99
ORD030392,2024-11-26,North,UK,Office Supplies,Chair,20,Male,650.74,6,0.09,143.9
ORD030393,2022-09-10,West,UK,Office Supplies,Chair,60,Female,4444.9,1,0.31,650.92
ORD030394,2022-01-26,West,India,Office Supplies,Laptop,62,Female,4605.46,3,0.06,1315.16
ORD030395,2022-10-28,West,USA,Electronics,Printer,59,Female,1845.74,9,0.12,928.29
ORD030396,2024-04-29,West,Canada,Clothing,Shirt,32,Female,740.48,7,0.22,1335.64
ORD030397,2025-02-03,East,USA,Office Supplies,Printer,49,Female,4775.8,7,0.0,-33.85
ORD030398,2025-11-21,East,Bangladesh,Furniture,Phone,30,Male,1641.5,7,0.37,-42.06
ORD030399,2022-06-27,West,USA,Office Supplies,Table,53,Female,3053.25,5,0.26,120.1
ORD030400,2025-09-06,North,USA,Electronics,Table,59,Female,3032.4,5,0.4,202.48
ORD030401,2025-01-02,North,India,Clothing,Phone,34,Female,4779.46,3,0.34,610.32
ORD030402,2022-01-31,East,India,Office Supplies,Chair,52,Male,4510.46,9,0.13,1408.34
ORD030403,2024-08-24,East,India,Electronics,Laptop,28,Female,3814.99,8,0.19,808.88
ORD030404,2022-04-04,South,Bangladesh,Electronics,Laptop,61,Male,3598.45,2,0.26,-29.66
ORD030405,2025-04-09,East,Bangladesh,Clothing,Chair,36,Female,3699.17,8,0.17,-185.32
ORD030406,2022-01-08,North,Bangladesh,Electronics,Table,41,Female,1695.89,4,0.17,694.92
ORD030407,2022-01-19,North,USA,Clothing,Printer,27,Male,3958.76,6,0.38,-43.54
ORD030408,2025-05-17,East,USA,Office Supplies,Shirt,30,Female,444.36,9,0.28,1048.71
ORD030409,2024-11-07,South,USA,Furniture,Printer,29,Male,2000.97,6,0.26,1023.65
ORD030410,2023-02-28,South,Canada,Office Supplies,Chair,29,Male,1514.24,1,0.4,937.28
ORD030411,2025-12-19,South,India,Office Supplies,Shirt,41,Male,439.29,3,0.03,1347.13
ORD030412,2022-11-18,West,Bangladesh,Furniture,Laptop,50,Male,322.91,2,0.26,96.81
ORD030413,2022-12-27,East,India,Furniture,Table,32,Male,2961.96,2,0.05,1497.43
ORD030414,2025-05-26,East,USA,Office Supplies,Table,33,Male,62.7,4,0.11,938.71
ORD030415,2023-06-16,North,Canada,Electronics,Chair,46,Female,4309.85,3,0.25,1221.72
ORD030416,2022-04-04,North,India,Electronics,Table,21,Male,1157.53,7,0.11,1039.91
ORD030417,2023-08-15,East,UK,Office Supplies,Chair,62,Female,4857.8,6,0.37,863.41
ORD030418,2023-07-31,North,India,Electronics,Printer,33,Male,403.12,7,0.29,434.33
ORD030419,2025-11-23,East,India,Electronics,Laptop,33,Male,1485.47,5,0.12,187.49
ORD030420,2024-09-29,South,Canada,Office Supplies,Table,26,Female,2993.42,8,0.35,883.51
ORD030421,2022-03-23,North,India,Office Supplies,Shirt,40,Male,2926.81,1,0.23,811.78
ORD030422,2025-11-21,West,Canada,Clothing,Laptop,23,Male,2802.23,7,0.08,1215.58
ORD030423,2022-07-29,West,UK,Clothing,Shirt,41,Male,3152.17,2,0.13,-66.74
ORD030424,2023-09-07,South,Bangladesh,Electronics,Phone,64,Male,411.16,5,0.25,32.26
ORD030425,2023-12-14,North,Canada,Clothing,Chair,19,Female,4451.18,6,0.26,997.84
ORD030426,2024-06-04,North,Bangladesh,Office Supplies,Shirt,50,Male,1037.18,1,0.23,824.55
ORD030427,2022-08-24,North,Bangladesh,Office Supplies,Chair,21,Male,2817.82,4,0.29,705.39
ORD030428,2022-02-19,West,Canada,Office Supplies,Printer,19,Female,3506.25,9,0.19,259.61
ORD030429,2023-01-09,North,USA,Office Supplies,Table,19,Female,1451.06,8,0.32,529.47
ORD030430,2022-03-15,North,Bangladesh,Clothing,Chair,27,Female,2831.26,6,0.05,1448.21
ORD030431,2024-09-15,West,Canada,Furniture,Phone,18,Female,4281.25,4,0.21,1393.76
ORD030432,2022-11-23,South,India,Office Supplies,Shirt,35,Female,736.82,9,0.35,790.27
ORD030433,2024-07-14,West,UK,Office Supplies,Chair,20,Male,103.27,9,0.3,496.9
ORD030434,2025-09-10,West,UK,Furniture,Table,31,Female,1379.27,6,0.33,-9.87
ORD030435,2024-03-01,South,Bangladesh,Electronics,Chair,56,Female,4460.36,4,0.16,813.45
ORD030436,2022-03-03,South,India,Office Supplies,Chair,40,Male,3316.37,3,0.32,782.56
ORD030437,2024-08-12,South,UK,Clothing,Shirt,49,Female,871.18,7,0.21,910.88
ORD030438,2024-03-13,West,Canada,Furniture,Chair,28,Male,770.73,6,0.15,848.55
ORD030439,2022-08-21,South,UK,Clothing,Printer,43,Male,1280.18,3,0.08,95.14
ORD030440,2024-07-15,South,USA,Electronics,Shirt,59,Female,3897.68,1,0.24,1419.36
ORD030441,2024-11-11,South,USA,Office Supplies,Shirt,38,Female,2727.04,8,0.12,1036.59
ORD030442,2022-02-25,South,Bangladesh,Clothing,Table,59,Male,1202.92,6,0.02,1248.74
ORD030443,2025-08-16,East,Bangladesh,Clothing,Printer,51,Female,4177.12,8,0.24,1269.28
ORD030444,2025-11-23,South,USA,Office Supplies,Table,32,Female,1814.08,4,0.17,1071.65
ORD030445,2025-08-16,South,USA,Clothing,Shirt,41,Male,3769.02,4,0.05,-47.77
ORD030446,2025-07-02,East,Bangladesh,Furniture,Shirt,28,Male,2926.51,6,0.27,1246.84
ORD030447,2024-06-10,South,India,Clothing,Shirt,53,Female,304.08,7,0.25,37.87
ORD030448,2024-09-01,East,India,Furniture,Laptop,41,Male,2744.04,1,0.13,1443.38
ORD030449,2024-12-23,South,Bangladesh,Office Supplies,Shirt,61,Male,763.56,2,0.37,1115.32
ORD030450,2025-08-09,North,UK,Office Supplies,Chair,37,Male,4451.41,7,0.07,904.63
ORD030451,2025-07-15,North,India,Clothing,Laptop,53,Female,245.18,6,0.32,438.25
ORD030452,2025-02-07,East,USA,Electronics,Phone,58,Male,1450.24,7,0.09,768.48
ORD030453,2022-09-18,West,India,Office Supplies,Printer,21,Male,2933.59,3,0.27,903.08
ORD030454,2024-12-23,East,UK,Office Supplies,Shirt,37,Female,3470.33,7,0.1,1101.03
ORD030455,2025-12-09,West,USA,Office Supplies,Printer,40,Male,2690.41,4,0.31,579.42
ORD030456,2022-09-30,East,India,Electronics,Chair,36,Male,1192.22,6,0.01,-1.7
ORD030457,2024-01-25,East,UK,Office Supplies,Laptop,38,Female,2485.77,1,0.01,57.5
ORD030458,2022-11-30,South,Canada,Furniture,Chair,56,Female,2977.91,5,0.11,204.69
ORD030459,2024-01-22,North,UK,Furniture,Laptop,63,Female,3980.6,5,0.34,-141.89
ORD030460,2024-02-20,North,Canada,Furniture,Chair,58,Female,2929.6,2,0.15,1231.22
ORD030461,2024-02-01,South,UK,Furniture,Laptop,24,Female,4748.82,4,0.3,401.06
ORD030462,2025-08-20,North,USA,Clothing,Table,54,Male,3252.9,1,0.08,2.2
ORD030463,2024-05-13,East,Bangladesh,Clothing,Chair,27,Female,4703.54,1,0.3,769.19
ORD030464,2025-11-26,East,Bangladesh,Electronics,Chair,54,Female,4767.9,7,0.31,992.53
ORD030465,2023-01-16,South,Canada,Clothing,Table,24,Female,1056.52,1,0.05,648.76
ORD030466,2023-06-17,South,Bangladesh,Electronics,Printer,24,Male,4092.64,6,0.37,1289.0
ORD030467,2022-10-17,South,Bangladesh,Office Supplies,Table,36,Female,2907.34,3,0.09,1362.4
ORD030468,2023-01-11,North,UK,Office Supplies,Shirt,62,Male,3774.72,1,0.26,1294.79
ORD030469,2025-06-16,South,Bangladesh,Office Supplies,Table,42,Female,417.86,8,0.12,1127.11
ORD030470,2022-09-03,North,Canada,Furniture,Laptop,58,Female,2913.08,6,0.1,-79.89
ORD030471,2025-09-25,East,Bangladesh,Clothing,Laptop,52,Female,2651.25,1,0.35,-47.15
ORD030472,2024-11-27,South,UK,Office Supplies,Shirt,58,Female,2594.81,6,0.18,1179.62
ORD030473,2022-07-09,South,Canada,Clothing,Chair,60,Female,4522.0,1,0.14,248.61
ORD030474,2024-06-02,East,UK,Electronics,Table,37,Male,1227.62,2,0.35,289.27
ORD030475,2022-10-09,North,UK,Furniture,Table,32,Male,3547.59,8,0.15,867.12
ORD030476,2024-07-23,East,India,Furniture,Table,21,Female,572.73,9,0.2,864.85
ORD030477,2023-05-04,East,India,Electronics,Chair,25,Female,3794.87,1,0.03,42.07
ORD030478,2023-10-10,West,India,Furniture,Table,63,Male,1549.7,8,0.03,530.39
ORD030479,2023-03-18,North,Canada,Electronics,Laptop,19,Male,4823.85,1,0.04,-3.36
ORD030480,2023-11-23,South,UK,Electronics,Phone,48,Female,475.24,4,0.21,1200.51
ORD030481,2022-02-27,East,India,Office Supplies,Chair,46,Male,4589.31,8,0.38,982.08
ORD030482,2025-11-03,North,Bangladesh,Electronics,Phone,27,Female,4189.13,3,0.01,-104.29
ORD030483,2022-06-11,East,Canada,Electronics,Table,23,Male,1040.98,2,0.04,1066.73
ORD030484,2023-01-10,North,UK,Furniture,Printer,41,Female,179.68,1,0.07,726.61
ORD030485,2023-06-10,East,Bangladesh,Office Supplies,Phone,19,Male,4212.18,3,0.14,607.05
ORD030486,2022-11-11,West,UK,Office Supplies,Phone,41,Male,832.64,6,0.17,1044.52
ORD030487,2025-12-04,North,Canada,Office Supplies,Chair,25,Male,275.95,7,0.06,1355.27
ORD030488,2025-09-10,West,USA,Office Supplies,Phone,46,Female,3720.77,3,0.17,1332.31
ORD030489,2025-11-04,North,Canada,Office Supplies,Phone,45,Male,4084.7,6,0.17,1058.44
ORD030490,2024-02-16,North,Canada,Clothing,Chair,56,Female,695.98,5,0.12,1278.67
ORD030491,2025-10-14,East,UK,Electronics,Laptop,20,Female,1551.33,1,0.03,790.53
ORD030492,2023-02-06,North,USA,Electronics,Chair,43,Male,3644.15,8,0.25,529.06
ORD030493,2024-09-21,West,USA,Electronics,Laptop,48,Male,2598.21,3,0.01,1081.08
ORD030494,2022-06-17,East,UK,Office Supplies,Chair,61,Male,3968.74,3,0.37,76.24
ORD030495,2023-07-11,South,Canada,Furniture,Shirt,20,Female,3720.75,7,0.06,422.99
ORD030496,2023-09-18,East,Bangladesh,Furniture,Printer,64,Male,1606.19,1,0.1,1246.95
ORD030497,2023-11-21,West,India,Clothing,Shirt,43,Male,4082.27,5,0.39,-186.19
ORD030498,2022-01-24,North,UK,Clothing,Chair,48,Male,2640.88,4,0.02,1149.74
ORD030499,2022-09-22,North,Canada,Furniture,Printer,41,Male,505.3,4,0.04,204.77
ORD030500,2022-06-12,South,Bangladesh,Electronics,Phone,45,Female,704.91,9,0.3,-161.4
ORD030501,2024-03-18,North,India,Electronics,Laptop,43,Male,1906.64,4,0.31,-172.41
ORD030502,2022-07-02,North,USA,Furniture,Printer,53,Female,1021.8,5,0.36,428.39
ORD030503,2025-09-22,South,UK,Clothing,Chair,53,Male,157.82,5,0.02,-61.46
ORD030504,2025-03-20,South,USA,Office Supplies,Laptop,18,Male,3087.88,8,0.02,896.95
ORD030505,2023-10-21,East,Canada,Electronics,Laptop,62,Male,1320.43,1,0.02,467.42
ORD030506,2022-12-16,East,USA,Electronics,Laptop,25,Female,177.17,9,0.03,391.1
ORD030507,2024-08-31,East,UK,Clothing,Phone,22,Female,3073.57,7,0.16,1471.16
ORD030508,2023-05-01,East,USA,Office Supplies,Printer,22,Female,654.49,2,0.09,599.21
ORD030509,2025-12-06,North,India,Furniture,Laptop,47,Female,3548.24,1,0.1,1441.78
ORD030510,2024-04-24,South,India,Clothing,Shirt,46,Female,73.25,1,0.35,1158.53
ORD030511,2023-12-20,East,Canada,Office Supplies,Printer,31,Male,1687.14,2,0.31,522.61
ORD030512,2023-04-29,North,Bangladesh,Office Supplies,Shirt,39,Male,3091.84,8,0.06,-93.03
ORD030513,2025-10-16,South,Canada,Furniture,Printer,60,Female,1523.71,9,0.09,1303.34
ORD030514,2024-10-18,South,Canada,Furniture,Printer,40,Male,1074.76,1,0.05,1405.07
ORD030515,2024-02-22,West,Bangladesh,Electronics,Chair,55,Female,1889.43,7,0.15,71.12
ORD030516,2025-11-16,North,UK,Clothing,Laptop,57,Male,1774.19,5,0.01,269.0
ORD030517,2024-12-11,West,USA,Furniture,Chair,41,Female,1114.32,9,0.07,1161.32
ORD030518,2023-12-22,North,UK,Furniture,Shirt,43,Male,780.69,6,0.01,504.44
ORD030519,2022-11-18,East,India,Office Supplies,Chair,54,Male,2836.39,8,0.12,-28.94
ORD030520,2023-02-21,East,Bangladesh,Clothing,Laptop,51,Female,4988.09,5,0.06,840.92
ORD030521,2024-09-04,East,UK,Furniture,Phone,54,Male,1553.54,4,0.32,1138.17
ORD030522,2022-09-13,North,UK,Furniture,Phone,38,Female,1725.65,2,0.19,324.11
ORD030523,2022-06-28,West,USA,Office Supplies,Printer,28,Female,1580.97,8,0.12,73.9
ORD030524,2025-07-26,South,India,Electronics,Laptop,37,Female,940.32,9,0.12,629.7
ORD030525,2023-07-03,West,USA,Office Supplies,Chair,23,Male,241.69,9,0.36,199.5
ORD030526,2024-12-26,West,Canada,Electronics,Table,46,Male,2617.25,5,0.34,978.17
ORD030527,2023-12-28,East,USA,Electronics,Table,57,Female,1125.61,3,0.01,1441.27
ORD030528,2023-05-10,West,Bangladesh,Electronics,Shirt,22,Male,2352.69,4,0.21,836.15
ORD030529,2022-04-03,East,India,Clothing,Table,24,Female,2220.85,2,0.11,1354.78
ORD030530,2023-02-07,East,USA,Furniture,Table,20,Male,2824.54,9,0.3,1495.58
ORD030531,2023-05-21,West,India,Furniture,Printer,42,Male,2380.02,3,0.32,479.96
ORD030532,2024-03-07,East,UK,Electronics,Printer,31,Male,3261.74,9,0.24,917.47
ORD030533,2024-06-18,North,UK,Furniture,Printer,30,Male,3034.69,9,0.01,606.03
ORD030534,2022-06-20,South,Canada,Furniture,Table,35,Female,1080.21,2,0.38,755.75
ORD030535,2025-09-13,West,UK,Electronics,Chair,63,Male,738.67,5,0.04,-1.67
ORD030536,2022-12-03,South,UK,Electronics,Shirt,46,Female,3969.63,6,0.09,345.11
ORD030537,2025-12-15,South,Bangladesh,Office Supplies,Table,20,Female,2679.21,2,0.02,1386.07
ORD030538,2025-03-31,East,UK,Clothing,Printer,56,Male,4795.05,2,0.26,888.85
ORD030539,2023-12-26,North,India,Office Supplies,Phone,26,Male,2579.31,8,0.14,115.26
ORD030540,2023-05-28,South,India,Furniture,Table,44,Female,3966.4,7,0.16,1305.5
ORD030541,2025-04-20,South,Bangladesh,Office Supplies,Table,48,Male,4290.74,6,0.1,1334.56
ORD030542,2023-04-04,West,Canada,Electronics,Chair,55,Female,4946.95,6,0.01,1299.46
ORD030543,2022-04-27,North,UK,Furniture,Chair,22,Female,2016.98,3,0.01,827.42
ORD030544,2025-04-09,East,Canada,Electronics,Shirt,32,Male,558.83,9,0.39,838.37
ORD030545,2022-08-08,East,Bangladesh,Office Supplies,Laptop,35,Male,3868.35,7,0.22,12.84
ORD030546,2022-05-18,West,India,Office Supplies,Table,38,Male,3342.18,5,0.12,469.27
ORD030547,2023-07-19,South,India,Office Supplies,Laptop,55,Male,932.83,6,0.24,693.28
ORD030548,2023-01-21,East,USA,Clothing,Chair,52,Male,3639.65,9,0.1,1395.74
ORD030549,2022-09-23,West,Canada,Electronics,Laptop,27,Male,3786.22,6,0.27,568.42
ORD030550,2022-04-19,West,Bangladesh,Furniture,Chair,58,Female,105.48,6,0.24,132.3
ORD030551,2022-02-11,North,Canada,Office Supplies,Chair,44,Male,2816.19,3,0.36,-99.86
ORD030552,2023-02-26,East,India,Office Supplies,Chair,38,Female,4266.21,1,0.28,1267.81
ORD030553,2022-03-25,South,Bangladesh,Office Supplies,Printer,30,Male,4212.92,9,0.28,1144.77
ORD030554,2023-11-12,West,Canada,Furniture,Chair,50,Male,4317.13,9,0.25,1330.31
ORD030555,2023-01-29,South,India,Clothing,Phone,55,Male,1852.45,2,0.02,832.21
ORD030556,2024-06-18,West,USA,Electronics,Phone,31,Female,1262.4,1,0.37,-140.9
ORD030557,2022-07-21,West,India,Electronics,Table,38,Female,3705.2,4,0.13,909.53
ORD030558,2022-04-21,South,Canada,Office Supplies,Laptop,30,Female,4016.37,2,0.21,296.83
ORD030559,2023-09-26,West,Bangladesh,Electronics,Printer,44,Male,1272.2,6,0.4,981.95
ORD030560,2022-04-14,South,USA,Office Supplies,Table,20,Male,3645.19,5,0.34,1073.71
ORD030561,2024-01-21,South,UK,Office Supplies,Laptop,41,Female,2661.74,7,0.36,419.78
ORD030562,2023-04-12,East,Canada,Furniture,Chair,64,Male,3034.12,5,0.31,70.39
ORD030563,2024-03-27,West,Bangladesh,Clothing,Chair,46,Male,1210.29,7,0.03,-22.47
ORD030564,2023-06-28,South,India,Clothing,Laptop,33,Female,4999.86,4,0.33,1251.21
ORD030565,2022-01-29,East,Canada,Office Supplies,Laptop,61,Male,2215.56,2,0.08,621.12
ORD030566,2023-10-24,West,UK,Electronics,Printer,25,Female,1674.67,1,0.22,852.09
ORD030567,2024-12-13,North,India,Clothing,Chair,50,Male,4975.04,8,0.33,835.17
ORD030568,2025-01-06,South,UK,Office Supplies,Phone,19,Male,3830.83,5,0.15,680.29
ORD030569,2023-01-03,North,UK,Electronics,Table,19,Male,1882.56,4,0.16,631.81
ORD030570,2025-05-01,West,Canada,Office Supplies,Shirt,45,Male,4337.14,8,0.04,895.86
ORD030571,2023-12-13,North,Bangladesh,Clothing,Shirt,21,Male,1344.51,5,0.14,1089.58
ORD030572,2022-03-02,North,USA,Office Supplies,Phone,49,Female,1084.41,3,0.28,-38.48
ORD030573,2024-09-23,North,India,Clothing,Table,61,Male,4018.96,1,0.36,692.99
ORD030574,2024-07-25,South,USA,Furniture,Shirt,59,Male,2530.74,2,0.13,338.99
ORD030575,2023-11-07,South,India,Clothing,Table,54,Female,4303.31,3,0.27,982.1
ORD030576,2024-04-02,West,Bangladesh,Electronics,Table,33,Male,1454.86,3,0.33,989.11
ORD030577,2022-08-12,South,USA,Office Supplies,Table,58,Female,1718.25,6,0.3,153.35
ORD030578,2022-10-21,West,UK,Furniture,Table,22,Male,436.65,8,0.29,1226.69
ORD030579,2024-08-16,East,USA,Clothing,Printer,37,Female,4134.52,3,0.04,565.15
ORD030580,2025-09-16,West,Canada,Office Supplies,Printer,51,Female,138.15,9,0.03,1221.49
ORD030581,2023-06-21,East,Bangladesh,Furniture,Laptop,31,Male,1095.14,2,0.26,-91.79
ORD030582,2022-04-17,North,India,Electronics,Laptop,63,Male,1343.6,8,0.03,622.78
ORD030583,2023-11-04,West,Canada,Office Supplies,Table,43,Female,2383.05,2,0.0,1241.57
ORD030584,2022-02-13,South,Bangladesh,Furniture,Shirt,53,Female,3930.59,5,0.16,1269.88
ORD030585,2023-03-23,West,Bangladesh,Office Supplies,Chair,39,Male,2792.95,1,0.1,653.73
ORD030586,2023-01-10,North,Canada,Office Supplies,Laptop,32,Female,2459.09,1,0.36,300.45
ORD030587,2022-10-26,South,UK,Office Supplies,Table,27,Female,1921.26,7,0.12,-127.32
ORD030588,2022-09-05,South,Canada,Office Supplies,Phone,31,Female,2596.67,9,0.4,431.42
ORD030589,2023-08-10,North,USA,Office Supplies,Table,31,Male,3761.11,5,0.4,232.25
ORD030590,2022-03-31,South,UK,Clothing,Printer,21,Female,4928.18,2,0.36,-17.64
ORD030591,2025-01-26,East,India,Clothing,Laptop,34,Female,3781.48,7,0.37,275.83
ORD030592,2024-07-24,South,Bangladesh,Furniture,Printer,30,Male,587.28,8,0.36,1444.83
ORD030593,2023-01-16,North,Canada,Clothing,Chair,53,Female,4662.27,2,0.07,643.24
ORD030594,2023-10-16,South,Bangladesh,Clothing,Laptop,58,Male,1486.31,9,0.09,769.7
ORD030595,2023-06-29,East,Bangladesh,Office Supplies,Printer,24,Female,546.78,5,0.37,799.76
ORD030596,2025-08-16,West,Canada,Clothing,Laptop,20,Male,4915.96,8,0.11,176.52
ORD030597,2024-08-05,North,Canada,Clothing,Chair,53,Female,87.22,3,0.16,928.64
ORD030598,2025-01-17,West,Bangladesh,Clothing,Table,55,Male,2102.22,7,0.25,335.75
ORD030599,2022-05-08,East,USA,Furniture,Phone,52,Male,1055.51,3,0.23,357.07
ORD030600,2024-03-30,South,Canada,Electronics,Laptop,54,Female,2068.26,7,0.23,577.6
ORD030601,2024-04-04,West,Canada,Furniture,Printer,21,Male,2325.12,7,0.17,817.97
ORD030602,2025-11-18,West,Canada,Furniture,Printer,31,Female,1382.24,2,0.11,561.12
ORD030603,2024-06-04,East,Canada,Office Supplies,Table,64,Male,4181.75,4,0.11,-90.48
ORD030604,2023-03-09,South,USA,Electronics,Chair,18,Male,3546.13,9,0.3,1166.45
ORD030605,2024-08-22,West,Bangladesh,Furniture,Laptop,18,Female,3193.92,3,0.38,407.88
ORD030606,2023-10-08,South,Canada,Electronics,Chair,24,Male,3596.61,1,0.32,-52.39
ORD030607,2023-04-29,North,Canada,Furniture,Shirt,23,Female,2269.44,2,0.1,883.01
ORD030608,2025-06-07,South,UK,Furniture,Chair,25,Male,2103.03,9,0.0,1040.76
ORD030609,2023-10-23,West,UK,Furniture,Laptop,24,Female,3632.64,8,0.1,275.11
ORD030610,2022-02-15,West,Canada,Furniture,Shirt,48,Male,990.94,1,0.3,1435.0
ORD030611,2024-10-04,North,USA,Furniture,Chair,48,Male,617.04,5,0.04,152.6
ORD030612,2025-04-23,West,Canada,Clothing,Chair,39,Male,2005.51,7,0.17,638.65
ORD030613,2025-01-05,North,India,Clothing,Phone,19,Male,2002.09,9,0.35,-38.11
ORD030614,2023-03-28,North,India,Clothing,Table,43,Male,696.19,7,0.14,1426.98
ORD030615,2025-11-23,North,UK,Office Supplies,Chair,27,Female,1729.27,6,0.26,-57.62
ORD030616,2022-05-20,West,USA,Clothing,Shirt,32,Female,1825.23,4,0.03,1182.58
ORD030617,2022-12-05,West,Canada,Office Supplies,Printer,56,Male,4782.61,5,0.04,624.91
ORD030618,2022-01-29,East,Bangladesh,Office Supplies,Printer,47,Male,874.67,5,0.03,838.54
ORD030619,2023-01-12,East,USA,Electronics,Printer,25,Female,3314.44,9,0.04,1062.63
ORD030620,2025-03-07,East,Bangladesh,Office Supplies,Laptop,25,Male,1840.3,2,0.17,171.03
ORD030621,2025-07-14,North,India,Clothing,Phone,41,Male,1528.26,2,0.02,722.29
ORD030622,2024-07-28,East,India,Clothing,Phone,43,Male,3353.56,7,0.14,254.67
ORD030623,2024-12-30,South,India,Electronics,Table,36,Female,638.81,3,0.27,680.94
ORD030624,2024-02-28,East,UK,Furniture,Phone,44,Male,2315.74,9,0.02,1208.89
ORD030625,2024-07-02,East,Bangladesh,Office Supplies,Chair,27,Male,1895.77,7,0.17,1383.44
ORD030626,2025-08-02,West,USA,Office Supplies,Printer,61,Female,181.15,4,0.32,671.68
ORD030627,2022-04-05,North,India,Electronics,Printer,55,Male,590.8,5,0.25,876.52
ORD030628,2023-05-21,North,Bangladesh,Furniture,Shirt,39,Female,1773.47,4,0.01,882.91
ORD030629,2023-08-02,East,Canada,Electronics,Laptop,58,Female,4583.46,2,0.37,709.29
ORD030630,2023-03-01,North,India,Electronics,Laptop,27,Male,2296.6,5,0.11,362.73
ORD030631,2024-08-21,South,India,Clothing,Table,29,Female,1064.76,5,0.16,654.78
ORD030632,2023-09-11,West,UK,Office Supplies,Printer,24,Male,4632.9,1,0.33,232.11
ORD030633,2022-10-17,North,Canada,Office Supplies,Phone,43,Female,4477.96,1,0.03,535.89
ORD030634,2024-01-10,South,India,Electronics,Shirt,36,Male,1628.74,7,0.14,1471.48
ORD030635,2022-05-20,North,India,Furniture,Chair,59,Female,599.31,2,0.4,12.08
ORD030636,2022-04-09,North,UK,Furniture,Printer,22,Female,3402.49,2,0.33,980.65
ORD030637,2024-01-07,North,USA,Office Supplies,Shirt,54,Female,4035.61,4,0.29,618.66
ORD030638,2024-08-30,North,USA,Electronics,Chair,20,Male,495.18,3,0.2,196.39
ORD030639,2023-05-09,North,UK,Electronics,Table,44,Female,2495.05,4,0.29,1461.63
ORD030640,2025-06-14,West,USA,Office Supplies,Phone,29,Female,2850.97,7,0.35,779.43
ORD030641,2025-08-25,South,Canada,Electronics,Table,39,Female,3351.73,2,0.15,127.54
ORD030642,2023-07-01,South,USA,Office Supplies,Table,54,Male,1448.46,2,0.22,1189.83
ORD030643,2024-03-19,South,USA,Electronics,Table,31,Male,1754.95,1,0.07,571.12
ORD030644,2022-08-26,South,Canada,Electronics,Table,27,Male,1753.04,2,0.39,1382.47
ORD030645,2022-03-25,North,Bangladesh,Electronics,Phone,26,Female,4265.04,4,0.05,854.85
ORD030646,2024-03-11,South,Canada,Furniture,Phone,59,Male,65.17,2,0.06,1355.22
ORD030647,2023-04-07,West,Canada,Electronics,Laptop,36,Male,1916.87,3,0.29,1165.41
ORD030648,2022-09-07,North,Canada,Electronics,Table,60,Male,2183.08,1,0.29,166.55
ORD030649,2023-05-02,North,Bangladesh,Furniture,Chair,43,Male,3232.13,3,0.37,49.7
ORD030650,2025-01-20,West,USA,Furniture,Table,25,Male,522.45,2,0.02,597.88
