Session_ID,Visit_Date,Traffic_Source,Device_Type,Product_Category,Pages_Viewed,Time_Spent_Minutes,Added_To_Cart,Purchase_Made,Order_Value,Customer_Country,Customer_Age
SES022720,2025-11-15,Facebook,Mobile,Beauty,6,20.32,Yes,No,24.52,USA,18
SES022721,2023-02-20,Instagram,Tablet,Beauty,18,4.5,No,Yes,12422.58,USA,45
SES022722,2025-01-15,YouTube,Tablet,Fashion,2,101.17,Yes,Yes,29863.39,India,21
SES022723,2025-01-13,Facebook,Desktop,Fashion,5,2.31,Yes,No,2303.76,USA,53
SES022724,2023-10-04,Facebook,Desktop,Home,28,6.23,Yes,No,15364.64,Bangladesh,36
SES022725,2025-12-06,Google,Tablet,Sports,23,42.3,No,No,22129.98,Canada,50
SES022726,2025-07-14,YouTube,Mobile,Electronics,16,69.97,Yes,No,24540.48,India,30
SES022727,2025-09-01,Instagram,Mobile,Fashion,7,100.98,No,No,19339.81,Germany,56
SES022728,2025-11-17,YouTube,Mobile,Fashion,23,101.78,No,Yes,12110.67,Bangladesh,39
SES022729,2025-12-12,Direct,Desktop,Home,28,112.74,No,Yes,26307.41,Canada,48
SES022730,2024-06-15,Facebook,Tablet,Home,16,65.18,No,No,6125.69,Germany,39
SES022731,2025-09-17,Direct,Desktop,Fashion,10,77.68,No,No,23331.42,India,48
SES022732,2022-05-18,Direct,Tablet,Fashion,13,21.41,No,Yes,28282.16,Canada,27
SES022733,2022-12-25,Direct,Mobile,Electronics,26,10.84,Yes,Yes,13068.16,Bangladesh,25
SES022734,2022-09-24,Direct,Tablet,Electronics,2,56.2,Yes,Yes,29366.21,Bangladesh,57
SES022735,2024-03-27,Facebook,Mobile,Fashion,26,4.48,Yes,Yes,22459.74,Canada,35
SES022736,2025-11-30,Google,Desktop,Fashion,22,79.65,No,Yes,10198.16,Germany,55
SES022737,2024-11-09,Google,Desktop,Home,13,77.32,No,No,11536.39,Canada,20
SES022738,2025-12-08,Facebook,Tablet,Home,6,31.66,No,Yes,29620.17,India,18
SES022739,2025-03-14,Direct,Mobile,Beauty,18,38.83,No,Yes,4297.31,USA,50
SES022740,2024-07-15,YouTube,Desktop,Beauty,1,117.27,Yes,No,19142.04,Canada,29
SES022741,2024-07-25,Google,Mobile,Electronics,10,89.95,No,No,7729.92,India,44
SES022742,2025-06-08,Google,Tablet,Sports,10,98.55,Yes,No,22926.64,USA,28
SES022743,2025-03-01,Instagram,Desktop,Beauty,24,26.79,Yes,No,6412.52,Germany,24
SES022744,2023-08-06,YouTube,Tablet,Fashion,26,45.0,Yes,No,10507.59,Canada,22
SES022745,2024-04-27,Google,Tablet,Beauty,11,110.74,No,No,28355.78,India,19
SES022746,2022-04-06,Direct,Mobile,Fashion,16,16.67,No,No,18199.22,Germany,46
SES022747,2024-01-08,Direct,Mobile,Electronics,10,65.93,Yes,Yes,13710.57,Canada,64
SES022748,2025-05-10,YouTube,Desktop,Fashion,28,112.41,Yes,Yes,20073.0,USA,55
SES022749,2022-09-26,YouTube,Mobile,Electronics,23,67.42,Yes,No,8672.95,India,39
SES022750,2025-01-31,YouTube,Mobile,Sports,14,14.72,Yes,No,12659.08,Germany,19
SES022751,2022-08-18,Direct,Mobile,Beauty,17,119.87,Yes,No,6358.57,India,31
SES022752,2023-10-11,Instagram,Tablet,Electronics,1,41.73,Yes,Yes,16849.76,USA,62
SES022753,2024-09-17,Direct,Tablet,Electronics,7,87.29,No,Yes,14501.34,Germany,29
SES022754,2023-08-20,Google,Mobile,Home,29,100.5,No,No,12138.39,Germany,25
SES022755,2022-09-04,Facebook,Tablet,Electronics,2,56.51,No,No,18292.27,Bangladesh,44
SES022756,2023-01-13,YouTube,Tablet,Sports,29,107.38,No,No,10694.53,Germany,64
SES022757,2025-08-10,Google,Tablet,Sports,13,111.88,Yes,Yes,19760.09,India,53
SES022758,2025-07-02,Google,Tablet,Sports,20,47.03,No,Yes,29877.76,Canada,47
SES022759,2023-05-14,Google,Tablet,Beauty,17,11.87,No,No,7040.49,Canada,32
SES022760,2022-08-11,Facebook,Mobile,Electronics,5,75.17,No,Yes,21414.99,Canada,36
SES022761,2023-04-07,Facebook,Mobile,Home,7,33.25,No,No,22304.14,Bangladesh,57
SES022762,2023-04-08,YouTube,Mobile,Fashion,7,115.25,No,Yes,2357.65,Canada,48
SES022763,2024-05-04,YouTube,Desktop,Electronics,11,16.77,Yes,Yes,22378.07,USA,29
SES022764,2022-04-27,Instagram,Desktop,Beauty,19,92.39,Yes,Yes,19527.15,Bangladesh,32
SES022765,2024-04-14,Facebook,Tablet,Fashion,29,98.57,No,No,12444.42,Germany,45
SES022766,2024-06-15,Direct,Desktop,Electronics,10,108.03,No,No,10697.18,USA,28
SES022767,2023-03-29,Direct,Mobile,Home,24,64.43,Yes,Yes,16610.25,India,33
SES022768,2023-06-07,Direct,Tablet,Electronics,14,108.53,No,No,26061.93,Canada,52
SES022769,2025-09-17,Direct,Desktop,Fashion,14,110.22,Yes,No,970.8,Bangladesh,40
SES022770,2023-08-06,Instagram,Desktop,Sports,20,15.51,No,No,24257.92,India,47
SES022771,2022-05-05,Instagram,Mobile,Electronics,20,115.86,Yes,No,24154.1,India,34
SES022772,2025-01-12,Facebook,Mobile,Fashion,15,32.5,Yes,Yes,3834.28,Bangladesh,57
SES022773,2023-12-29,Facebook,Desktop,Beauty,10,85.95,Yes,Yes,12808.74,Germany,38
SES022774,2022-03-11,Direct,Mobile,Home,18,88.19,No,Yes,8862.9,India,64
SES022775,2025-07-06,Direct,Mobile,Fashion,19,43.44,Yes,No,5715.07,USA,40
SES022776,2024-11-12,Google,Mobile,Electronics,3,11.81,Yes,No,25769.32,Bangladesh,27
SES022777,2022-07-05,Facebook,Tablet,Beauty,20,3.09,No,No,4639.76,India,20
SES022778,2023-04-25,Direct,Desktop,Fashion,29,76.53,No,Yes,6972.18,Bangladesh,55
SES022779,2024-10-14,YouTube,Mobile,Fashion,15,67.35,Yes,No,13836.32,India,23
SES022780,2024-02-21,Direct,Desktop,Beauty,13,31.83,No,No,15145.61,Bangladesh,27
SES022781,2025-03-12,Instagram,Tablet,Fashion,5,93.17,Yes,Yes,24829.1,USA,40
SES022782,2022-01-16,Direct,Tablet,Electronics,24,118.61,No,Yes,22554.19,USA,32
SES022783,2023-11-22,Facebook,Desktop,Home,19,29.21,No,No,822.57,Germany,24
SES022784,2025-12-07,Direct,Tablet,Beauty,2,102.7,No,Yes,24568.68,Germany,18
SES022785,2022-09-25,Google,Desktop,Beauty,5,60.22,No,No,25807.71,USA,62
SES022786,2023-10-16,YouTube,Desktop,Electronics,16,32.9,No,No,2353.71,Germany,47
SES022787,2023-06-29,Google,Mobile,Home,23,63.71,Yes,Yes,22388.0,Germany,23
SES022788,2025-04-03,Instagram,Tablet,Beauty,26,86.55,No,No,23706.51,Germany,46
SES022789,2025-12-13,Instagram,Mobile,Home,8,110.44,Yes,Yes,3353.89,USA,63
SES022790,2022-01-29,Google,Mobile,Sports,23,63.59,No,Yes,6524.11,Germany,25
SES022791,2024-05-10,Google,Mobile,Fashion,1,110.95,No,Yes,29848.04,Germany,55
SES022792,2022-11-08,Instagram,Tablet,Sports,21,60.92,No,Yes,18825.17,India,42
SES022793,2022-05-08,YouTube,Tablet,Beauty,1,88.47,Yes,No,8501.82,Germany,28
SES022794,2022-08-30,Facebook,Mobile,Fashion,29,42.97,No,No,14879.1,USA,52
SES022795,2023-10-08,Direct,Desktop,Fashion,4,89.13,Yes,No,10680.08,Bangladesh,43
SES022796,2024-02-26,Instagram,Tablet,Fashion,28,40.88,No,No,4168.91,USA,25
SES022797,2025-06-17,Google,Mobile,Electronics,23,75.32,No,Yes,7187.57,Bangladesh,23
SES022798,2022-09-22,Instagram,Desktop,Beauty,23,80.59,Yes,Yes,22117.55,USA,46
SES022799,2023-02-26,Direct,Tablet,Sports,4,47.43,No,Yes,9809.0,Canada,50
SES022800,2024-03-13,Instagram,Desktop,Sports,23,26.18,No,Yes,12505.99,Germany,22
SES022801,2025-03-17,Facebook,Mobile,Beauty,8,8.49,Yes,Yes,18187.99,Canada,32
SES022802,2023-03-13,Facebook,Tablet,Home,4,20.91,Yes,Yes,12079.48,Bangladesh,22
SES022803,2025-04-26,Facebook,Desktop,Home,29,56.37,Yes,No,1102.33,Germany,32
SES022804,2025-08-28,Direct,Tablet,Sports,21,105.56,Yes,No,17527.12,Canada,60
SES022805,2023-03-25,Direct,Desktop,Electronics,13,16.96,No,Yes,22391.86,Canada,18
SES022806,2024-11-01,Direct,Tablet,Sports,28,109.68,Yes,No,4328.14,Germany,26
SES022807,2022-07-23,Facebook,Tablet,Home,13,68.84,Yes,Yes,27029.02,Bangladesh,63
SES022808,2022-07-18,Direct,Mobile,Beauty,19,26.66,Yes,No,21184.48,Bangladesh,20
SES022809,2025-11-03,Direct,Tablet,Sports,14,6.39,No,No,18465.79,Canada,24
SES022810,2022-07-31,Google,Desktop,Fashion,13,31.79,Yes,No,2126.85,India,64
SES022811,2022-09-25,Instagram,Mobile,Sports,22,93.57,Yes,Yes,9594.37,USA,23
SES022812,2023-04-03,Instagram,Desktop,Sports,28,50.55,Yes,No,3238.06,India,32
SES022813,2023-06-06,Facebook,Desktop,Beauty,20,99.88,Yes,No,9741.2,Germany,32
SES022814,2022-08-08,Instagram,Mobile,Beauty,16,62.77,Yes,Yes,2335.92,Germany,57
SES022815,2025-06-16,Facebook,Mobile,Fashion,17,20.81,Yes,Yes,24696.86,Bangladesh,20
SES022816,2024-02-26,Google,Tablet,Fashion,13,108.07,Yes,Yes,5491.47,Bangladesh,23
SES022817,2025-03-08,Instagram,Tablet,Home,29,23.19,Yes,Yes,11823.34,USA,57
SES022818,2024-04-09,Facebook,Tablet,Beauty,1,40.38,No,Yes,7517.09,Germany,46
SES022819,2022-01-29,YouTube,Mobile,Sports,7,45.45,Yes,No,19130.62,Bangladesh,45
SES022820,2022-10-27,Facebook,Tablet,Beauty,6,94.94,Yes,No,19620.86,USA,20
SES022821,2025-04-12,Facebook,Desktop,Home,9,19.57,Yes,No,10110.44,USA,21
SES022822,2023-12-18,YouTube,Tablet,Home,4,113.01,No,Yes,2924.26,Germany,25
SES022823,2022-07-10,Direct,Tablet,Home,14,18.67,Yes,No,17813.11,USA,59
SES022824,2025-04-23,Google,Tablet,Beauty,26,27.2,Yes,No,7248.55,USA,33
SES022825,2022-10-28,Facebook,Mobile,Fashion,23,70.93,Yes,No,2608.53,USA,21
SES022826,2025-01-15,Instagram,Tablet,Fashion,19,41.92,Yes,No,3196.58,India,47
SES022827,2025-10-15,Google,Tablet,Electronics,16,5.11,Yes,No,974.22,India,55
SES022828,2025-01-03,YouTube,Mobile,Electronics,22,71.63,Yes,Yes,28812.2,USA,62
SES022829,2024-01-14,Google,Desktop,Electronics,26,98.49,Yes,No,25746.26,Germany,38
SES022830,2024-10-10,Direct,Tablet,Sports,21,114.36,Yes,No,12387.01,Germany,43
SES022831,2024-07-07,Instagram,Mobile,Sports,22,60.96,No,Yes,22595.06,India,19
SES022832,2023-07-04,Instagram,Desktop,Home,10,110.41,Yes,Yes,2231.08,USA,64
SES022833,2022-10-29,Instagram,Mobile,Fashion,26,94.22,No,No,20454.49,USA,62
SES022834,2024-03-14,Facebook,Desktop,Sports,4,62.24,No,No,8959.26,Bangladesh,33
SES022835,2022-04-23,YouTube,Tablet,Beauty,29,60.78,Yes,No,3658.53,Bangladesh,40
SES022836,2023-07-08,Google,Tablet,Sports,21,100.61,No,No,4765.98,USA,54
SES022837,2025-09-11,YouTube,Mobile,Fashion,13,55.34,Yes,No,25916.03,USA,38
SES022838,2024-12-03,Direct,Tablet,Electronics,24,48.25,Yes,No,6725.13,Germany,45
SES022839,2025-05-07,Google,Desktop,Home,4,79.68,Yes,Yes,18048.95,Bangladesh,52
SES022840,2023-03-27,Google,Tablet,Beauty,13,89.41,No,No,20958.71,Germany,62
SES022841,2025-01-30,Instagram,Desktop,Fashion,28,36.51,Yes,Yes,22281.3,Germany,56
SES022842,2025-05-16,Direct,Tablet,Electronics,25,60.57,No,No,1226.06,India,35
SES022843,2024-04-08,Instagram,Desktop,Sports,12,18.51,No,No,18769.09,India,34
SES022844,2024-03-31,Direct,Mobile,Beauty,11,76.06,Yes,Yes,1673.37,India,50
SES022845,2023-03-27,Direct,Mobile,Home,26,10.27,Yes,Yes,22859.19,India,23
SES022846,2025-10-25,Instagram,Tablet,Sports,5,109.72,No,Yes,23487.18,Bangladesh,20
SES022847,2023-12-29,YouTube,Mobile,Electronics,2,58.12,No,No,2464.72,Bangladesh,43
SES022848,2023-02-17,Facebook,Tablet,Sports,28,88.11,Yes,No,18473.97,Germany,51
SES022849,2025-01-26,YouTube,Desktop,Sports,18,71.92,No,No,7784.37,Canada,44
SES022850,2025-05-23,YouTube,Desktop,Fashion,20,37.7,Yes,No,18711.78,India,25
SES022851,2025-06-22,Google,Tablet,Beauty,17,115.75,No,No,8396.7,Germany,19
SES022852,2023-04-13,YouTube,Mobile,Fashion,9,114.24,No,Yes,28216.67,India,25
SES022853,2023-08-01,Google,Desktop,Beauty,27,39.14,Yes,No,29352.72,Canada,18
SES022854,2023-10-07,Direct,Desktop,Fashion,2,60.42,Yes,No,15333.8,Germany,33
SES022855,2023-03-21,Direct,Desktop,Electronics,6,115.05,No,No,12989.94,Bangladesh,55
SES022856,2023-01-23,Instagram,Tablet,Electronics,10,36.34,No,No,9677.22,Bangladesh,45
SES022857,2022-04-23,Instagram,Tablet,Sports,6,36.84,Yes,Yes,4294.59,USA,20
SES022858,2023-07-27,Direct,Desktop,Fashion,18,10.46,No,Yes,13537.41,Bangladesh,32
SES022859,2022-06-29,Instagram,Mobile,Fashion,25,30.71,Yes,No,17814.03,Germany,37
SES022860,2023-12-05,Facebook,Tablet,Electronics,29,89.73,No,No,11774.89,Canada,37
SES022861,2023-06-10,Direct,Tablet,Fashion,18,80.08,Yes,No,23187.5,India,24
SES022862,2022-10-03,Direct,Tablet,Beauty,24,75.05,Yes,No,3106.45,India,25
SES022863,2022-08-17,Instagram,Desktop,Home,18,63.39,No,No,12631.23,Canada,52
SES022864,2025-12-12,Direct,Desktop,Home,3,24.02,No,Yes,9997.26,USA,45
SES022865,2023-11-19,Google,Desktop,Home,16,97.65,Yes,Yes,7721.69,Canada,34
SES022866,2024-03-04,Google,Tablet,Home,16,61.34,Yes,No,16439.31,USA,32
SES022867,2023-01-25,Facebook,Desktop,Beauty,27,77.71,No,Yes,2601.53,Germany,57
SES022868,2025-11-20,Direct,Mobile,Fashion,19,101.86,No,No,546.53,Germany,54
SES022869,2022-03-08,Google,Tablet,Electronics,4,88.63,Yes,No,19810.63,India,45
SES022870,2025-04-12,Direct,Mobile,Home,17,5.41,No,No,10877.76,Germany,35
SES022871,2025-09-08,Google,Mobile,Home,20,43.88,Yes,No,20783.94,Bangladesh,19
SES022872,2024-08-14,Facebook,Mobile,Sports,23,86.15,Yes,Yes,2146.52,Canada,53
SES022873,2025-09-18,YouTube,Desktop,Fashion,12,44.08,No,No,3004.56,Canada,34
SES022874,2025-10-18,Google,Tablet,Electronics,21,58.23,Yes,Yes,21715.12,Canada,56
SES022875,2023-09-02,Instagram,Tablet,Home,28,103.22,Yes,Yes,14045.56,Bangladesh,56
SES022876,2024-09-16,Facebook,Desktop,Sports,16,97.29,Yes,No,18705.65,USA,57
SES022877,2024-02-12,Google,Mobile,Electronics,12,63.7,Yes,No,8237.67,Germany,45
SES022878,2024-12-01,Facebook,Desktop,Beauty,7,15.49,No,Yes,23238.53,India,50
SES022879,2025-11-03,Direct,Tablet,Sports,13,112.19,No,No,5928.9,USA,51
SES022880,2023-06-07,Facebook,Tablet,Fashion,15,6.65,No,No,16571.77,India,62
SES022881,2023-09-02,Direct,Desktop,Home,24,101.88,Yes,Yes,11565.51,India,61
SES022882,2025-08-24,Direct,Mobile,Electronics,16,68.35,Yes,No,19734.46,USA,48
SES022883,2024-07-07,Google,Tablet,Sports,1,116.51,Yes,Yes,4431.55,India,47
SES022884,2023-06-06,YouTube,Tablet,Beauty,1,30.71,No,No,19645.52,Bangladesh,47
SES022885,2025-06-30,Facebook,Desktop,Home,29,118.64,No,Yes,7757.46,USA,24
SES022886,2022-08-24,Facebook,Tablet,Electronics,21,101.04,Yes,Yes,162.4,Bangladesh,38
SES022887,2024-10-30,YouTube,Tablet,Home,27,46.11,No,No,21559.33,Bangladesh,22
SES022888,2023-03-07,Google,Tablet,Sports,10,105.04,No,No,5212.16,India,60
SES022889,2025-05-28,Instagram,Mobile,Beauty,20,23.35,No,Yes,2517.9,India,18
SES022890,2025-07-12,Google,Desktop,Beauty,25,102.37,Yes,No,24176.37,Bangladesh,45
SES022891,2023-08-27,Direct,Desktop,Beauty,11,58.03,No,No,27048.39,Bangladesh,48
SES022892,2025-03-29,Instagram,Mobile,Sports,18,65.7,Yes,No,14612.84,Bangladesh,35
SES022893,2024-07-24,Facebook,Mobile,Home,15,68.76,No,No,23786.75,India,45
SES022894,2022-02-02,Facebook,Tablet,Electronics,19,109.81,No,No,5498.85,India,56
SES022895,2023-04-01,Instagram,Mobile,Fashion,2,57.86,Yes,No,24745.08,USA,29
SES022896,2022-09-15,Facebook,Tablet,Home,9,28.54,Yes,No,25985.44,Canada,19
SES022897,2022-04-19,Direct,Desktop,Home,21,111.84,No,No,20423.78,India,31
SES022898,2025-05-02,YouTube,Tablet,Fashion,13,6.88,Yes,No,13888.34,Bangladesh,47
SES022899,2022-07-12,Google,Tablet,Fashion,18,95.06,Yes,No,5510.28,USA,40
SES022900,2023-03-30,Google,Desktop,Home,23,27.69,No,No,22883.66,Canada,21
SES022901,2023-09-10,Instagram,Tablet,Sports,21,22.24,No,No,16081.04,Bangladesh,35
SES022902,2025-03-12,Facebook,Tablet,Sports,16,39.45,Yes,No,17635.42,Bangladesh,38
SES022903,2024-05-13,Direct,Mobile,Beauty,17,87.51,No,No,15628.96,India,19
SES022904,2024-08-21,Direct,Tablet,Electronics,18,89.04,Yes,Yes,10873.58,Bangladesh,60
SES022905,2022-05-31,YouTube,Mobile,Fashion,24,85.69,Yes,Yes,28382.59,USA,46
SES022906,2025-08-29,Instagram,Mobile,Sports,11,117.64,Yes,No,25147.44,Germany,52
SES022907,2025-03-30,Instagram,Mobile,Beauty,3,117.87,Yes,No,29409.51,Germany,37
SES022908,2023-05-21,Instagram,Mobile,Home,26,4.83,No,Yes,1371.25,USA,34
SES022909,2025-04-28,YouTube,Tablet,Electronics,16,75.6,Yes,Yes,17605.22,Germany,55
SES022910,2025-01-19,YouTube,Desktop,Beauty,18,72.89,No,No,16494.64,India,30
SES022911,2025-08-08,YouTube,Tablet,Home,13,62.94,No,No,17658.84,Germany,43
SES022912,2022-08-09,YouTube,Desktop,Home,6,74.78,No,No,13632.28,Germany,29
SES022913,2022-02-10,Facebook,Desktop,Sports,10,54.79,Yes,No,11403.08,USA,23
SES022914,2022-10-03,YouTube,Mobile,Home,5,77.27,No,Yes,8746.78,Canada,28
SES022915,2022-07-09,Google,Desktop,Fashion,9,115.66,Yes,No,6335.07,Canada,28
SES022916,2023-04-10,Direct,Tablet,Beauty,17,13.93,Yes,Yes,4243.92,Germany,25
SES022917,2022-02-14,Direct,Tablet,Home,16,54.0,Yes,No,14501.51,India,24
SES022918,2022-07-11,YouTube,Desktop,Sports,20,46.56,No,No,26609.11,USA,50
SES022919,2024-07-25,Direct,Desktop,Fashion,14,45.79,Yes,Yes,27977.4,India,24
SES022920,2023-07-21,Google,Desktop,Beauty,1,59.74,No,No,5982.66,India,52
SES022921,2025-06-05,Instagram,Mobile,Electronics,25,111.16,Yes,No,28802.92,India,32
SES022922,2022-03-23,YouTube,Tablet,Home,6,8.4,Yes,Yes,2324.09,USA,28
SES022923,2022-06-10,Google,Desktop,Sports,10,85.73,No,No,10907.86,Bangladesh,23
SES022924,2022-06-17,Direct,Desktop,Fashion,10,113.79,No,No,26373.37,Canada,57
SES022925,2023-11-04,Google,Desktop,Beauty,5,112.03,No,No,27919.03,India,23
SES022926,2022-08-25,Direct,Mobile,Fashion,16,108.92,No,No,4250.04,India,49
SES022927,2024-01-09,Google,Mobile,Sports,22,62.63,No,Yes,13395.83,Canada,41
SES022928,2023-12-29,Direct,Tablet,Beauty,27,107.24,Yes,No,29178.09,Germany,41
SES022929,2024-05-10,Direct,Desktop,Sports,5,61.78,Yes,Yes,1285.19,Bangladesh,37
SES022930,2023-06-09,Facebook,Desktop,Home,10,85.64,Yes,Yes,19379.46,Bangladesh,46
SES022931,2022-04-18,YouTube,Desktop,Home,21,23.34,No,No,9650.03,Bangladesh,20
SES022932,2025-07-13,YouTube,Mobile,Electronics,5,37.06,No,No,15129.36,USA,18
SES022933,2025-05-23,YouTube,Tablet,Home,3,43.65,No,Yes,20984.49,Bangladesh,39
SES022934,2025-02-23,Instagram,Mobile,Sports,15,51.89,Yes,No,29855.79,USA,36
SES022935,2025-05-30,YouTube,Desktop,Home,8,76.83,Yes,No,25477.97,Canada,54
SES022936,2022-12-31,Instagram,Tablet,Sports,11,99.24,Yes,Yes,28466.82,Bangladesh,51
SES022937,2025-05-01,YouTube,Desktop,Beauty,29,117.19,No,No,29492.17,India,38
SES022938,2025-10-02,Google,Mobile,Electronics,26,68.28,No,No,8349.35,India,24
SES022939,2025-03-30,YouTube,Mobile,Beauty,2,71.18,No,No,27953.95,Bangladesh,56
SES022940,2022-06-26,Facebook,Mobile,Fashion,8,81.32,Yes,No,11476.57,India,28
SES022941,2022-11-30,Facebook,Tablet,Sports,12,36.66,No,No,28043.14,Germany,28
SES022942,2025-09-10,Direct,Desktop,Beauty,21,24.11,Yes,No,21849.94,USA,39
SES022943,2023-03-19,Google,Desktop,Beauty,18,66.06,No,No,2622.19,Bangladesh,27
SES022944,2025-02-19,Direct,Tablet,Beauty,24,42.65,No,No,1174.73,Bangladesh,60
SES022945,2025-05-13,Google,Tablet,Fashion,1,95.47,Yes,Yes,8205.5,Germany,19
SES022946,2024-09-02,YouTube,Desktop,Electronics,28,95.3,No,Yes,14650.97,Canada,18
SES022947,2024-09-20,YouTube,Mobile,Fashion,22,111.56,Yes,Yes,5500.23,Bangladesh,63
SES022948,2024-09-26,Instagram,Mobile,Fashion,9,117.53,Yes,Yes,15049.48,USA,20
SES022949,2025-04-16,Instagram,Tablet,Beauty,8,24.79,No,No,19090.45,Germany,38
SES022950,2022-10-22,Facebook,Desktop,Home,22,45.82,No,No,22362.23,Germany,29
SES022951,2022-11-26,Facebook,Mobile,Electronics,10,89.1,Yes,No,13957.85,USA,50
SES022952,2025-04-10,Direct,Tablet,Beauty,1,64.55,Yes,Yes,26209.2,Germany,43
SES022953,2024-06-14,Google,Desktop,Beauty,26,20.52,Yes,No,24340.38,Bangladesh,35
SES022954,2025-07-07,Instagram,Desktop,Home,5,113.49,No,No,20664.35,Bangladesh,55
SES022955,2024-02-28,Facebook,Tablet,Home,19,8.78,Yes,No,6553.52,Bangladesh,33
SES022956,2022-03-30,Facebook,Desktop,Home,13,54.7,Yes,Yes,20215.64,Bangladesh,44
SES022957,2022-04-15,Facebook,Mobile,Beauty,11,77.49,Yes,No,29168.08,Bangladesh,58
SES022958,2025-06-08,Direct,Desktop,Electronics,12,3.82,No,No,5871.33,India,46
SES022959,2024-12-14,Facebook,Desktop,Fashion,13,85.34,No,No,25201.22,Germany,63
SES022960,2024-04-24,Direct,Mobile,Fashion,8,33.73,No,No,7789.32,India,47
SES022961,2024-08-08,Direct,Mobile,Sports,11,105.3,No,Yes,10578.27,Canada,63
SES022962,2023-06-03,Instagram,Tablet,Electronics,14,26.45,Yes,No,25432.35,Germany,57
SES022963,2025-02-25,Direct,Desktop,Home,12,70.03,No,No,8786.19,Bangladesh,38
SES022964,2023-01-16,Facebook,Tablet,Beauty,15,104.37,Yes,No,25842.35,India,50
SES022965,2025-07-16,Instagram,Tablet,Fashion,1,42.42,Yes,No,13969.12,USA,21
SES022966,2024-02-24,Google,Mobile,Sports,7,16.1,No,No,14978.56,Bangladesh,25
SES022967,2024-04-13,Direct,Tablet,Beauty,2,10.17,Yes,Yes,21319.96,USA,32
SES022968,2023-06-22,Google,Tablet,Beauty,21,63.91,Yes,No,9858.21,Canada,47
SES022969,2025-10-27,Google,Tablet,Fashion,12,86.91,No,No,16476.2,Bangladesh,35
SES022970,2024-02-24,YouTube,Desktop,Sports,15,112.4,Yes,Yes,7027.62,India,58
SES022971,2025-10-30,YouTube,Desktop,Home,21,10.74,No,No,1626.5,India,22
SES022972,2022-06-03,Direct,Mobile,Beauty,8,80.16,No,No,26823.08,Germany,42
SES022973,2025-07-13,Direct,Desktop,Fashion,29,13.92,Yes,No,3446.67,India,45
SES022974,2022-11-28,Facebook,Desktop,Home,7,73.29,Yes,No,11270.39,Bangladesh,57
SES022975,2024-03-24,Facebook,Mobile,Fashion,1,116.19,Yes,No,23588.89,India,34
SES022976,2022-08-16,Instagram,Mobile,Sports,12,26.14,Yes,Yes,16625.84,USA,59
SES022977,2024-03-08,Facebook,Mobile,Electronics,9,101.54,No,No,17252.52,Canada,61
SES022978,2025-04-21,YouTube,Tablet,Fashion,2,111.82,No,No,6038.03,Bangladesh,28
SES022979,2022-09-30,Instagram,Desktop,Beauty,28,93.66,Yes,No,18418.54,USA,24
SES022980,2024-05-20,Google,Desktop,Sports,20,24.95,No,No,29056.01,Bangladesh,40
SES022981,2025-08-20,Facebook,Desktop,Sports,21,83.07,Yes,No,24709.05,USA,24
SES022982,2025-04-03,Direct,Desktop,Fashion,8,69.54,No,Yes,5210.46,USA,46
SES022983,2022-04-25,Google,Tablet,Electronics,18,12.0,No,Yes,20977.92,India,23
SES022984,2024-03-16,Google,Mobile,Fashion,7,100.85,Yes,Yes,5056.02,Germany,27
SES022985,2023-09-22,Instagram,Tablet,Home,23,108.41,No,No,24072.73,USA,54
SES022986,2024-11-19,Google,Tablet,Home,1,93.64,Yes,Yes,232.7,India,43
SES022987,2022-03-31,Google,Tablet,Fashion,13,103.2,No,No,10760.77,Germany,58
SES022988,2022-07-12,YouTube,Desktop,Home,11,33.88,Yes,No,25755.8,Canada,28
SES022989,2023-07-13,YouTube,Tablet,Electronics,1,48.36,No,Yes,5385.99,Bangladesh,28
SES022990,2022-11-07,Instagram,Desktop,Fashion,24,89.38,Yes,No,22473.11,Bangladesh,41
SES022991,2022-08-12,Facebook,Mobile,Electronics,29,100.16,No,Yes,371.27,USA,44
SES022992,2025-03-14,Direct,Desktop,Sports,20,45.02,No,No,14356.31,USA,54
SES022993,2024-02-20,Instagram,Tablet,Sports,23,86.11,No,Yes,29882.38,India,29
SES022994,2025-02-21,Facebook,Desktop,Home,5,63.97,Yes,No,18221.64,India,39
SES022995,2023-08-14,YouTube,Mobile,Home,22,74.56,Yes,Yes,13686.48,Bangladesh,48
SES022996,2024-04-13,Instagram,Mobile,Beauty,7,25.04,Yes,No,2179.46,Canada,44
SES022997,2024-04-09,Google,Tablet,Home,9,100.57,Yes,No,25466.62,USA,48
SES022998,2025-09-13,Google,Desktop,Fashion,2,94.37,No,No,29888.57,USA,27
SES022999,2024-02-28,Instagram,Desktop,Electronics,7,17.91,No,Yes,17025.88,Canada,30
SES023000,2022-07-23,Direct,Mobile,Electronics,12,42.2,No,No,3083.95,Germany,23
SES023001,2022-03-11,Direct,Tablet,Beauty,1,103.57,No,No,7944.78,Germany,29
SES023002,2025-06-04,Google,Desktop,Beauty,19,116.75,No,Yes,17015.33,India,55
SES023003,2024-05-05,YouTube,Mobile,Home,4,46.53,No,Yes,24244.34,Canada,47
SES023004,2025-09-09,Instagram,Tablet,Home,11,54.38,Yes,Yes,10299.88,Bangladesh,18
SES023005,2025-11-03,Instagram,Desktop,Home,29,100.95,No,Yes,25317.72,Bangladesh,45
